trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success 
1253,False,"{'e': 0.285932359894248, 'a': 0.001}",25,0,-100.36410161644832,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
1254,False,"{'e': 0.28564657045289016, 'a': 0.001}",30,16,11.034450245558624,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'e': 0.28536106665812666, 'a': 0.001}",25,11,24.45153838954249,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'e': 0.28507584822445353, 'a': 0.001}",25,13,8.312678256122497,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'e': 0.2847909148666525, 'a': 0.001}",20,11,-24.286745103720943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1258,False,"{'e': 0.2845062662997899, 'a': 0.001}",30,10,15.342747859470505,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'e': 0.28422190223921745, 'a': 0.001}",20,0,13.562883853021305,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1260,False,"{'e': 0.28393782240057086, 'a': 0.001}",30,15,25.857032942496108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'e': 0.2836540264997704, 'a': 0.001}",20,0,-74.37051870963802,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
1262,False,"{'e': 0.28337051425301996, 'a': 0.001}",20,0,11.152678423882955,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1263,False,"{'e': 0.2830872853768075, 'a': 0.001}",25,6,-2.4727787043131406,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1264,False,"{'e': 0.2828043395879039, 'a': 0.001}",25,18,9.717832049305692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'e': 0.2825216766033636, 'a': 0.001}",20,0,-23.00666424550403,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1266,False,"{'e': 0.2822392961405233, 'a': 0.001}",20,3,-15.483618853430572,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1267,False,"{'e': 0.28195719791700274, 'a': 0.001}",20,0,-33.43988242157921,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1268,False,"{'e': 0.28167538165070355, 'a': 0.001}",20,6,22.65390599528747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'e': 0.2813938470598095, 'a': 0.001}",25,1,-13.78082330470805,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
1270,False,"{'e': 0.281112593862786, 'a': 0.001}",20,8,-4.119732942750726,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1271,False,"{'e': 0.2808316217783798, 'a': 0.001}",30,9,8.844489658546141,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
1272,False,"{'e': 0.2805509305256187, 'a': 0.001}",20,0,10.523701467720498,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1273,False,"{'e': 0.28027051982381157, 'a': 0.001}",20,15,0.41676297591089906,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'e': 0.27999038939254756, 'a': 0.001}",20,0,33.348768573222884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1275,False,"{'e': 0.27971053895169634, 'a': 0.001}",20,9,17.46005674869897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'e': 0.2794309682214073, 'a': 0.001}",20,9,18.960922205938502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'e': 0.27915167692210985, 'a': 0.001}",20,7,4.05540333297833,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1278,False,"{'e': 0.2788726647745125, 'a': 0.001}",30,11,17.212217558169566,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1279,False,"{'e': 0.27859393149960326, 'a': 0.001}",20,14,1.3170274188993374,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1280,False,"{'e': 0.27831547681864865, 'a': 0.001}",20,0,-5.729170985846389,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1281,False,"{'e': 0.27803730045319414, 'a': 0.001}",30,23,0.463568772286294,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1282,False,"{'e': 0.2777594021250632, 'a': 0.001}",20,0,-16.578775753788985,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1283,False,"{'e': 0.2774817815563575, 'a': 0.001}",20,10,-3.893658402650842,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1284,False,"{'e': 0.2772044384694566, 'a': 0.001}",25,14,18.66361710176721,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'e': 0.2769273725870171, 'a': 0.001}",30,3,-15.789100281313049,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
1286,False,"{'e': 0.2766505836319734, 'a': 0.001}",30,17,17.33079452245073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'e': 0.27637407132753633, 'a': 0.001}",25,3,-5.169744403579211,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1288,False,"{'e': 0.2760978353971936, 'a': 0.001}",25,19,11.688287241214393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'e': 0.27582187556470933, 'a': 0.001}",30,8,14.422921577735009,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1290,False,"{'e': 0.2755461915541236, 'a': 0.001}",30,7,-3.5940675402611006,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1291,False,"{'e': 0.27527078308975234, 'a': 0.001}",20,0,-13.916816483354198,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1292,False,"{'e': 0.27499564989618713, 'a': 0.001}",20,8,-42.52126720212154,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
1293,False,"{'e': 0.2747207916982947, 'a': 0.001}",35,15,15.34398256387006,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1294,False,"{'e': 0.27444620822121696, 'a': 0.001}",30,18,12.343941983406564,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1295,False,"{'e': 0.2741718991903702, 'a': 0.001}",25,0,31.25481253045581,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1296,False,"{'e': 0.2738978643314456, 'a': 0.001}",20,2,-7.96746801795776,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
1297,False,"{'e': 0.27362410337040804, 'a': 0.001}",20,9,-23.91825767499914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1298,False,"{'e': 0.27335061603349675, 'a': 0.001}",25,15,17.84044415084565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'e': 0.2730774020472242, 'a': 0.001}",30,15,23.62573668819112,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'e': 0.2728044611383765, 'a': 0.001}",25,11,-29.339094425979752,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
1301,False,"{'e': 0.2725317930340126, 'a': 0.001}",25,0,-3.1000458073430934,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1302,False,"{'e': 0.2722593974614645, 'a': 0.001}",25,7,14.665470189446463,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1303,False,"{'e': 0.2719872741483365, 'a': 0.001}",20,16,5.9383912860405355,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'e': 0.27171542282250544, 'a': 0.001}",25,0,-3.777865966519098,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1305,False,"{'e': 0.27144384321211973, 'a': 0.001}",30,12,17.95841449850439,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1306,False,"{'e': 0.2711725350455999, 'a': 0.001}",20,4,-27.3917599215565,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1307,False,"{'e': 0.27090149805163766, 'a': 0.001}",20,0,-2.585827395161984,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1308,False,"{'e': 0.2706307319591961, 'a': 0.001}",25,10,-11.092195010305325,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
1309,False,"{'e': 0.270360236497509, 'a': 0.001}",25,17,12.7644638851481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'e': 0.270090011396081, 'a': 0.001}",20,9,6.018455285075355,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'e': 0.2698200563846868, 'a': 0.001}",30,1,3.3538173623111858,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 1}",1
1312,False,"{'e': 0.2695503711933716, 'a': 0.001}",30,13,10.608502602285979,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1313,False,"{'e': 0.26928095555244996, 'a': 0.001}",25,11,11.808110787678041,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'e': 0.2690118091925064, 'a': 0.001}",25,11,-22.267431288430757,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1315,False,"{'e': 0.26874293184439435, 'a': 0.001}",20,11,3.993748175066994,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1316,False,"{'e': 0.2684743232392366, 'a': 0.001}",20,0,12.356923711873947,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1317,False,"{'e': 0.2682059831084244, 'a': 0.001}",25,11,-2.525805433393729,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1318,False,"{'e': 0.26793791118361776, 'a': 0.001}",25,14,19.75127329598195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'e': 0.26767010719674456, 'a': 0.001}",20,3,-1.4943267841733554,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'e': 0.2674025708800009, 'a': 0.001}",30,11,-15.578049472427153,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
1321,False,"{'e': 0.26713530196585034, 'a': 0.001}",25,18,14.562906698586774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'e': 0.2668683001870241, 'a': 0.001}",30,12,26.912386935761408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'e': 0.2666015652765202, 'a': 0.001}",20,14,9.930020259093004,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'e': 0.2663350969676039, 'a': 0.001}",20,12,18.243352903336845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'e': 0.26606889499380665, 'a': 0.001}",35,9,-71.82420185247312,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 1}",1
1326,False,"{'e': 0.2658029590889266, 'a': 0.001}",25,8,-53.24376469603479,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1327,False,"{'e': 0.2655372889870278, 'a': 0.001}",20,15,9.068054131435346,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'e': 0.2652718844224401, 'a': 0.001}",20,5,26.508921300028458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'e': 0.2650067451297589, 'a': 0.001}",30,15,0.7770101818079511,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1330,False,"{'e': 0.26474187084384504, 'a': 0.001}",20,5,7.704563843187007,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1331,False,"{'e': 0.26447726129982396, 'a': 0.001}",35,17,10.719870130936794,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1332,False,"{'e': 0.2642129162330863, 'a': 0.001}",20,3,-6.540559491924295,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1333,False,"{'e': 0.2639488353792868, 'a': 0.001}",30,10,21.013035157341818,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'e': 0.2636850184743448, 'a': 0.001}",20,12,9.31178673938162,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'e': 0.2634214652544431, 'a': 0.001}",25,3,16.325912022219914,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1336,False,"{'e': 0.2631581754560287, 'a': 0.001}",20,0,-57.1660381635274,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1337,False,"{'e': 0.26289514881581166, 'a': 0.001}",20,0,-10.777386698472919,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
1338,False,"{'e': 0.26263238507076536, 'a': 0.001}",20,6,23.270167016489953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'e': 0.262369883958126, 'a': 0.001}",25,18,12.323370343607358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'e': 0.2621076452153925, 'a': 0.001}",20,1,27.977081348925424,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'e': 0.261845668580326, 'a': 0.001}",25,15,18.830558765051084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'e': 0.26158395379094995, 'a': 0.001}",20,14,10.500691534735154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'e': 0.2613225005855494, 'a': 0.001}",20,12,-26.63966308891735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1344,False,"{'e': 0.2610613087026713, 'a': 0.001}",30,5,0.19939559463795886,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
1345,False,"{'e': 0.26080037788112365, 'a': 0.001}",25,0,6.074709047512231,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1346,False,"{'e': 0.2605397078599756, 'a': 0.001}",20,2,25.118872106704977,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'e': 0.2602792983785571, 'a': 0.001}",25,10,-35.97125419462463,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
1348,False,"{'e': 0.26001914917645874, 'a': 0.001}",25,14,-5.7118145449521895,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1349,False,"{'e': 0.2597592599935311, 'a': 0.001}",25,0,17.11236156694716,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1350,False,"{'e': 0.25949963056988523, 'a': 0.001}",25,10,13.633882276693669,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1351,False,"{'e': 0.2592402606458915, 'a': 0.001}",30,4,9.489542154288076,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
1352,False,"{'e': 0.25898114996218, 'a': 0.001}",30,4,-79.00656603954951,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 2}",1
1353,False,"{'e': 0.25872229825964005, 'a': 0.001}",20,8,8.035234021641644,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1354,False,"{'e': 0.25846370527942, 'a': 0.001}",25,15,17.126482432176154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'e': 0.25820537076292666, 'a': 0.001}",20,14,12.356163542259923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'e': 0.2579472944518257, 'a': 0.001}",20,10,19.465860075468314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'e': 0.25768947608804055, 'a': 0.001}",20,0,15.894541690981262,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1358,False,"{'e': 0.2574319154137531, 'a': 0.001}",25,2,10.483170558690508,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
1359,False,"{'e': 0.2571746121714024, 'a': 0.001}",20,0,11.973662907782503,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1360,False,"{'e': 0.25691756610368544, 'a': 0.001}",35,14,-9.383777473026193,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 0}",1
1361,False,"{'e': 0.2566607769535559, 'a': 0.001}",20,8,10.342180533250053,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1362,False,"{'e': 0.2564042444642247, 'a': 0.001}",20,8,7.31776908419274,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'e': 0.2561479683791593, 'a': 0.001}",25,16,3.18734305706125,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'e': 0.25589194844208374, 'a': 0.001}",20,14,5.299673192846401,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'e': 0.25563618439697783, 'a': 0.001}",25,11,15.77255199538209,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'e': 0.2553806759880777, 'a': 0.001}",25,11,11.907413935426176,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1367,False,"{'e': 0.2551254229598748, 'a': 0.001}",25,18,13.598231057398632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'e': 0.25487042505711616, 'a': 0.001}",20,11,4.552375030736702,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'e': 0.2546156820248037, 'a': 0.001}",30,18,19.29669701202927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'e': 0.25436119360819465, 'a': 0.001}",25,12,-1.6007945649717361,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1371,False,"{'e': 0.25410695955280027, 'a': 0.001}",20,0,-14.904797699026414,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1372,False,"{'e': 0.2538529796043867, 'a': 0.001}",25,8,14.289000524186527,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'e': 0.25359925350897383, 'a': 0.001}",20,9,-33.5908632730772,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1374,False,"{'e': 0.25334578101283567, 'a': 0.001}",30,13,6.38461983981588,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'e': 0.25309256186249957, 'a': 0.001}",30,20,17.721539833584842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'e': 0.25283959580474646, 'a': 0.001}",25,13,18.195946230363155,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'e': 0.2525868825866102, 'a': 0.001}",25,4,20.925409317669434,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'e': 0.25233442195537764, 'a': 0.001}",20,3,17.496124774111045,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'e': 0.25208221365858796, 'a': 0.001}",30,11,-8.249725077289284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1380,False,"{'e': 0.25183025744403303, 'a': 0.001}",30,22,1.9539296367922736,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'e': 0.25157855305975646, 'a': 0.001}",20,0,10.203154410477472,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1382,False,"{'e': 0.251327100254054, 'a': 0.001}",20,4,-29.037795788653952,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1383,False,"{'e': 0.25107589877547265, 'a': 0.001}",25,10,24.493812151279858,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'e': 0.2508249483728111, 'a': 0.001}",25,11,-8.193390788462843,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
1385,False,"{'e': 0.25057424879511875, 'a': 0.001}",25,0,-58.321175818583455,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1386,False,"{'e': 0.2503237997916961, 'a': 0.001}",20,9,21.216884348383918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'e': 0.2500736011120941, 'a': 0.001}",20,13,15.155202322181921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'e': 0.24982365250611405, 'a': 0.001}",30,8,4.4294975496056335,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1389,False,"{'e': 0.24957395372380728, 'a': 0.001}",25,11,14.050497848781529,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'e': 0.2493245045154751, 'a': 0.001}",25,10,15.48898187418005,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1391,False,"{'e': 0.24907530463166816, 'a': 0.001}",35,22,24.71725731966869,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'e': 0.24882635382318666, 'a': 0.001}",20,1,15.813977283293053,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1393,False,"{'e': 0.24857765184107966, 'a': 0.001}",25,14,20.75837965608521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'e': 0.24832919843664528, 'a': 0.001}",20,0,-13.740647683888158,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1395,False,"{'e': 0.24808099336142997, 'a': 0.001}",25,13,21.301632790621767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'e': 0.24783303636722875, 'a': 0.001}",25,18,11.913970539223499,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'e': 0.2475853272060845, 'a': 0.001}",30,0,-14.461410083962214,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1398,False,"{'e': 0.24733786563028815, 'a': 0.001}",30,8,-75.94458888897309,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
1399,False,"{'e': 0.24709065139237796, 'a': 0.001}",20,3,4.6181977449668565,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'e': 0.24684368424513983, 'a': 0.001}",25,1,25.830913968080402,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1401,False,"{'e': 0.24659696394160643, 'a': 0.001}",25,12,27.497398129403397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'e': 0.24635049023505762, 'a': 0.001}",25,8,-26.088161168623206,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1403,False,"{'e': 0.2461042628790195, 'a': 0.001}",20,2,13.739400181050046,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'e': 0.2458582816272648, 'a': 0.001}",25,0,-21.083327988525266,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
1405,False,"{'e': 0.2456125462338122, 'a': 0.001}",25,8,17.584287436548983,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'e': 0.24536705645292634, 'a': 0.001}",25,6,-55.31261094952906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
1407,False,"{'e': 0.24512181203911731, 'a': 0.001}",20,0,-73.5256374785188,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1408,False,"{'e': 0.24487681274714082, 'a': 0.001}",30,19,6.125476082098832,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1409,False,"{'e': 0.2446320583319975, 'a': 0.001}",20,14,1.758100915109507,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'e': 0.2443875485489328, 'a': 0.001}",25,0,-21.840048987627153,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1411,False,"{'e': 0.2441432831534371, 'a': 0.001}",25,17,5.875750981594905,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1412,False,"{'e': 0.24389926190124483, 'a': 0.001}",30,16,-8.047609810490568,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1413,False,"{'e': 0.24365548454833486, 'a': 0.001}",25,5,9.361173732797269,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1414,False,"{'e': 0.24341195085092968, 'a': 0.001}",20,1,19.113289036276413,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'e': 0.24316866056549566, 'a': 0.001}",35,13,38.608555243585656,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'e': 0.24292561344874244, 'a': 0.001}",20,0,31.086280153171607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1417,False,"{'e': 0.24268280925762298, 'a': 0.001}",20,0,-19.25913044484367,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1418,False,"{'e': 0.24244024774933293, 'a': 0.001}",20,16,6.651268325714302,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'e': 0.2421979286813109, 'a': 0.001}",20,0,-3.0097063098464027,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1420,False,"{'e': 0.24195585181123766, 'a': 0.001}",30,12,17.54574318791026,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1421,False,"{'e': 0.24171401689703645, 'a': 0.001}",20,0,-20.873102595147014,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1422,False,"{'e': 0.24147242369687225, 'a': 0.001}",30,0,-0.8223364084906886,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1423,False,"{'e': 0.24123107196915192, 'a': 0.001}",30,8,-5.367195050973839,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1424,False,"{'e': 0.24098996147252358, 'a': 0.001}",20,3,-6.8434940583169706,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1425,False,"{'e': 0.24074909196587688, 'a': 0.001}",25,12,-27.653515813691605,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1426,False,"{'e': 0.24050846320834213, 'a': 0.001}",25,7,24.724136159769618,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'e': 0.2402680749592907, 'a': 0.001}",20,12,3.055265412097998,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'e': 0.2400279269783342, 'a': 0.001}",25,0,11.104917712303688,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1429,False,"{'e': 0.2397880190253247, 'a': 0.001}",20,10,-21.79018948749349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1430,False,"{'e': 0.2395483508603542, 'a': 0.001}",20,10,17.367665223688395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'e': 0.23930892224375455, 'a': 0.001}",20,11,-29.074319621415068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1432,False,"{'e': 0.23906973293609704, 'a': 0.001}",20,4,15.185615806585886,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'e': 0.23883078269819244, 'a': 0.001}",20,10,3.7513321749583888,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'e': 0.2385920712910904, 'a': 0.001}",20,0,13.182852403638682,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
