trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success 
3261,False,"{'e': 0.038388398017552054, 'a': 0.001}",25,10,23.94698341694285,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3262,False,"{'e': 0.03835002880733705, 'a': 0.001}",20,12,15.928113399701575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3263,False,"{'e': 0.03831169794715405, 'a': 0.001}",20,10,16.4147268206864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3264,False,"{'e': 0.03827340539867218, 'a': 0.001}",25,14,19.759997054402998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3265,False,"{'e': 0.03823515112359889, 'a': 0.001}",25,11,23.747447353139716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3266,False,"{'e': 0.038196935083679925, 'a': 0.001}",20,2,25.83259809403396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3267,False,"{'e': 0.038158757240699226, 'a': 0.001}",25,17,18.559349468901463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3268,False,"{'e': 0.03812061755647895, 'a': 0.001}",20,14,12.482119917000832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3269,False,"{'e': 0.03808251599287939, 'a': 0.001}",20,4,30.53140517022115,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3270,False,"{'e': 0.03804445251179901, 'a': 0.001}",20,6,25.22919757111896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3271,False,"{'e': 0.038006427075174314, 'a': 0.001}",25,8,27.867829708393792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3272,False,"{'e': 0.03796843964497986, 'a': 0.001}",30,10,21.489835087459454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3273,False,"{'e': 0.0379304901832282, 'a': 0.001}",30,16,19.206415908434447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3274,False,"{'e': 0.0378925786519699, 'a': 0.001}",25,7,28.289590894687855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3275,False,"{'e': 0.03785470501329341, 'a': 0.001}",30,13,31.461355074792625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3276,False,"{'e': 0.03781686922932508, 'a': 0.001}",20,3,32.19786769265011,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3277,False,"{'e': 0.037779071262229125, 'a': 0.001}",25,12,21.22231310872542,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3278,False,"{'e': 0.03774131107420759, 'a': 0.001}",20,8,21.843450648446712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3279,False,"{'e': 0.037703588627500284, 'a': 0.001}",20,13,13.59995738730506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3280,False,"{'e': 0.03766590388438474, 'a': 0.001}",20,5,14.83900245669679,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
3281,False,"{'e': 0.0376282568071762, 'a': 0.001}",20,0,30.337715797920822,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3282,False,"{'e': 0.037590647358227626, 'a': 0.001}",30,6,26.489010090778738,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
3283,False,"{'e': 0.03755307549992954, 'a': 0.001}",20,9,22.166581419588177,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3284,False,"{'e': 0.03751554119471008, 'a': 0.001}",25,12,12.040182240480132,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
3285,False,"{'e': 0.03747804440503493, 'a': 0.001}",20,10,21.30076359020054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3286,False,"{'e': 0.03744058509340732, 'a': 0.001}",30,19,21.110364165763805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3287,False,"{'e': 0.037403163222367926, 'a': 0.001}",20,0,29.96307349042107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3288,False,"{'e': 0.03736577875449487, 'a': 0.001}",25,8,31.489275961918658,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3289,False,"{'e': 0.03732843165240367, 'a': 0.001}",25,0,37.83394418131043,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3290,False,"{'e': 0.037291121878747245, 'a': 0.001}",25,10,31.601291018594676,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3291,False,"{'e': 0.03725384939621581, 'a': 0.001}",20,12,14.56176342700147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3292,False,"{'e': 0.03721661416753687, 'a': 0.001}",30,16,11.98720114548649,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3293,False,"{'e': 0.03717941615547519, 'a': 0.001}",25,11,27.204478742954155,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3294,False,"{'e': 0.03714225532283277, 'a': 0.001}",25,12,18.750930356210173,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3295,False,"{'e': 0.03710513163244877, 'a': 0.001}",20,9,20.55416803504734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3296,False,"{'e': 0.0370680450471995, 'a': 0.001}",25,2,13.391292946195692,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
3297,False,"{'e': 0.037030995529998355, 'a': 0.001}",25,15,19.685860181626335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3298,False,"{'e': 0.036993983043795836, 'a': 0.001}",20,0,27.359387181291048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3299,False,"{'e': 0.03695700755157944, 'a': 0.001}",20,1,32.082715733563035,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3300,False,"{'e': 0.03692006901637368, 'a': 0.001}",20,6,28.50796447525408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3301,False,"{'e': 0.036883167401239994, 'a': 0.001}",25,14,19.991456712671717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3302,False,"{'e': 0.036846302669276805, 'a': 0.001}",25,17,15.823915122813775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3303,False,"{'e': 0.03680947478361935, 'a': 0.001}",20,10,19.85375725402023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3304,False,"{'e': 0.036772683707439746, 'a': 0.001}",20,15,9.755419723841552,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3305,False,"{'e': 0.0367359294039469, 'a': 0.001}",20,13,8.167276474708252,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
3306,False,"{'e': 0.03669921183638653, 'a': 0.001}",20,0,30.2787471942935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3307,False,"{'e': 0.03666253096804106, 'a': 0.001}",30,8,-4.920199034732169,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
3308,False,"{'e': 0.036625886762229616, 'a': 0.001}",20,8,19.383436426328476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3309,False,"{'e': 0.03658927918230796, 'a': 0.001}",30,6,38.51178959897296,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3310,False,"{'e': 0.036552708191668566, 'a': 0.001}",20,0,-14.243460795316635,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
3311,False,"{'e': 0.0365161737537404, 'a': 0.001}",20,0,-13.457268114723455,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
3312,False,"{'e': 0.036479675831989036, 'a': 0.001}",20,10,18.74221862918833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3313,False,"{'e': 0.036443214389916524, 'a': 0.001}",20,16,4.46840462049419,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3314,False,"{'e': 0.036406789391061456, 'a': 0.001}",25,5,33.48319092000225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3315,False,"{'e': 0.03637040079899881, 'a': 0.001}",30,18,20.775641321146228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3316,False,"{'e': 0.036334048577339996, 'a': 0.001}",35,27,14.408639362857365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3317,False,"{'e': 0.03629773268973277, 'a': 0.001}",20,11,17.81919276747269,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3318,False,"{'e': 0.03626145309986128, 'a': 0.001}",30,12,28.226782942792738,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3319,False,"{'e': 0.03622520977144591, 'a': 0.001}",20,6,23.862751437625075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3320,False,"{'e': 0.03618900266824332, 'a': 0.001}",20,10,15.629169312165107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3321,False,"{'e': 0.03615283175404641, 'a': 0.001}",25,11,27.338889061454775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3322,False,"{'e': 0.03611669699268428, 'a': 0.001}",30,0,29.891731404521654,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
3323,False,"{'e': 0.03608059834802215, 'a': 0.001}",20,8,23.945442682535166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3324,False,"{'e': 0.03604453578396138, 'a': 0.001}",20,13,12.90146495901825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3325,False,"{'e': 0.036008509264439374, 'a': 0.001}",20,0,30.468629536995433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3326,False,"{'e': 0.035972518753429654, 'a': 0.001}",25,11,25.664176521983006,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3327,False,"{'e': 0.03593656421494168, 'a': 0.001}",30,8,-2.9315926510100065,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
3328,False,"{'e': 0.03590064561302092, 'a': 0.001}",30,3,46.13876966629017,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
3329,False,"{'e': 0.03586476291174875, 'a': 0.001}",20,10,20.650427395134503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3330,False,"{'e': 0.035828916075242495, 'a': 0.001}",20,8,25.421637316490926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3331,False,"{'e': 0.0357931050676553, 'a': 0.001}",20,12,15.322806063906985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3332,False,"{'e': 0.03575732985317615, 'a': 0.001}",20,1,36.480372521758994,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3333,False,"{'e': 0.035721590396029845, 'a': 0.001}",25,9,24.380854633313916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3334,False,"{'e': 0.03568588666047689, 'a': 0.001}",25,11,23.269328341847668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3335,False,"{'e': 0.035650218610813585, 'a': 0.001}",20,7,22.462220170944747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3336,False,"{'e': 0.03561458621137186, 'a': 0.001}",20,16,7.349549474393238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3337,False,"{'e': 0.03557898942651932, 'a': 0.001}",25,0,15.317912390372118,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
3338,False,"{'e': 0.03554342822065915, 'a': 0.001}",20,11,6.0071559752176205,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3339,False,"{'e': 0.035507902558230185, 'a': 0.001}",20,10,18.06220751824443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3340,False,"{'e': 0.03547241240370673, 'a': 0.001}",25,14,4.731759409794141,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3341,False,"{'e': 0.03543695772159864, 'a': 0.001}",25,19,7.3995051395527325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3342,False,"{'e': 0.03540153847645121, 'a': 0.001}",20,13,11.558998180634902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3343,False,"{'e': 0.03536615463284522, 'a': 0.001}",20,0,31.89903492175523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3344,False,"{'e': 0.035330806155396806, 'a': 0.001}",20,11,16.608714648431437,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3345,False,"{'e': 0.03529549300875749, 'a': 0.001}",30,18,19.8160251592505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3346,False,"{'e': 0.03526021515761412, 'a': 0.001}",25,13,21.02562620924259,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3347,False,"{'e': 0.035224972566688856, 'a': 0.001}",25,8,28.671608986286394,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3348,False,"{'e': 0.03518976520073909, 'a': 0.001}",20,16,8.045174943629885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3349,False,"{'e': 0.03515459302455746, 'a': 0.001}",25,15,15.299590371020527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3350,False,"{'e': 0.03511945600297177, 'a': 0.001}",20,3,32.01915722574146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3351,False,"{'e': 0.035084354100845025, 'a': 0.001}",20,5,26.792057194577243,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3352,False,"{'e': 0.035049287283075305, 'a': 0.001}",20,10,17.714471068235483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3353,False,"{'e': 0.035014255514595784, 'a': 0.001}",25,5,35.21289792645269,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3354,False,"{'e': 0.034979258760374686, 'a': 0.001}",20,15,8.345840857918484,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3355,False,"{'e': 0.03494429698541527, 'a': 0.001}",25,3,28.201510085117622,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
3356,False,"{'e': 0.03490937015475576, 'a': 0.001}",25,2,38.1189342657785,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3357,False,"{'e': 0.034874478233469314, 'a': 0.001}",25,16,18.464013783375716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3358,False,"{'e': 0.034839621186663984, 'a': 0.001}",20,3,27.010415338434502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3359,False,"{'e': 0.03480479897948277, 'a': 0.001}",25,11,29.169645782668645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3360,False,"{'e': 0.03477001157710343, 'a': 0.001}",20,12,15.929040751881308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3361,False,"{'e': 0.03473525894473856, 'a': 0.001}",25,17,14.03734447371802,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3362,False,"{'e': 0.03470054104763552, 'a': 0.001}",25,13,21.104667604349643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3363,False,"{'e': 0.03466585785107644, 'a': 0.001}",20,16,9.157059174977661,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3364,False,"{'e': 0.034631209320378095, 'a': 0.001}",25,2,39.0895162898627,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3365,False,"{'e': 0.034596595420891954, 'a': 0.001}",30,23,14.021364871041914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3366,False,"{'e': 0.0345620161180041, 'a': 0.001}",20,0,32.77387039087778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3367,False,"{'e': 0.034527471377135265, 'a': 0.001}",20,3,20.251743838071576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3368,False,"{'e': 0.03449296116374068, 'a': 0.001}",20,6,12.44883194932854,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3369,False,"{'e': 0.034458485443310136, 'a': 0.001}",20,16,9.637075499808695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3370,False,"{'e': 0.034424044181367894, 'a': 0.001}",25,20,6.790537623382807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3371,False,"{'e': 0.03438963734347271, 'a': 0.001}",25,18,14.704300062614456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3372,False,"{'e': 0.03435526489521774, 'a': 0.001}",20,9,23.147874949174575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3373,False,"{'e': 0.03432092680223053, 'a': 0.001}",35,21,25.987007742513622,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3374,False,"{'e': 0.034286623030172964, 'a': 0.001}",20,10,9.83871878902541,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3375,False,"{'e': 0.0342523535447413, 'a': 0.001}",20,8,22.34083214386253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3376,False,"{'e': 0.03421811831166603, 'a': 0.001}",20,9,22.132674983934336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3377,False,"{'e': 0.034183917296711934, 'a': 0.001}",20,12,14.91249773521495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3378,False,"{'e': 0.03414975046567796, 'a': 0.001}",25,3,36.757485569229935,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3379,False,"{'e': 0.03411561778439732, 'a': 0.001}",20,0,31.637192702862585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3380,False,"{'e': 0.034081519218737304, 'a': 0.001}",20,2,20.093727909829283,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
3381,False,"{'e': 0.034047454734599344, 'a': 0.001}",25,13,21.38745714448511,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3382,False,"{'e': 0.03401342429791895, 'a': 0.001}",25,0,37.249635136146644,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
3383,False,"{'e': 0.033979427874665694, 'a': 0.001}",20,0,28.935452035210982,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3384,False,"{'e': 0.03394546543084315, 'a': 0.001}",25,11,27.144812296269556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3385,False,"{'e': 0.033911536932488856, 'a': 0.001}",30,14,30.40100324326659,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3386,False,"{'e': 0.033877642345674315, 'a': 0.001}",20,9,20.642801357330516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3387,False,"{'e': 0.03384378163650495, 'a': 0.001}",30,16,22.976674586277653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3388,False,"{'e': 0.033809954771120046, 'a': 0.001}",30,21,14.566539054050171,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3389,False,"{'e': 0.03377616171569273, 'a': 0.001}",20,3,5.9603710357419,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
3390,False,"{'e': 0.03374240243642994, 'a': 0.001}",30,13,30.545420870584593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3391,False,"{'e': 0.033708676899572396, 'a': 0.001}",20,8,22.550147868100957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3392,False,"{'e': 0.03367498507139457, 'a': 0.001}",30,21,15.68407576712406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3393,False,"{'e': 0.03364132691820462, 'a': 0.001}",20,11,16.158752317644208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3394,False,"{'e': 0.03360770240634438, 'a': 0.001}",25,16,21.324222707735196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3395,False,"{'e': 0.033574111502189356, 'a': 0.001}",25,10,17.152393528018024,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3396,False,"{'e': 0.033540554172148636, 'a': 0.001}",25,13,7.462881280109779,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
3397,False,"{'e': 0.03350703038266488, 'a': 0.001}",20,16,7.88260555061012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3398,False,"{'e': 0.03347354010021429, 'a': 0.001}",30,13,20.415151442489968,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3399,False,"{'e': 0.0334400832913066, 'a': 0.001}",30,13,32.430373987655564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3400,False,"{'e': 0.03340665992248499, 'a': 0.001}",20,13,5.727001856883508,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
3401,False,"{'e': 0.03337326996032608, 'a': 0.001}",20,2,30.261427341729316,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3402,False,"{'e': 0.033339913371439905, 'a': 0.001}",30,6,22.45293431503737,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
3403,False,"{'e': 0.03330659012246989, 'a': 0.001}",20,8,24.912933285001294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3404,False,"{'e': 0.03327330018009277, 'a': 0.001}",20,6,22.519984923147277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3405,False,"{'e': 0.03324004351101861, 'a': 0.001}",25,11,23.905455727056445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3406,False,"{'e': 0.03320682008199072, 'a': 0.001}",30,17,24.00519410458792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3407,False,"{'e': 0.03317362985978568, 'a': 0.001}",20,13,0.11414724011095512,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3408,False,"{'e': 0.033140472811213274, 'a': 0.001}",20,16,6.232305174035464,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3409,False,"{'e': 0.03310734890311644, 'a': 0.001}",25,12,22.025631216215906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3410,False,"{'e': 0.03307425810237125, 'a': 0.001}",30,15,25.57853818244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3411,False,"{'e': 0.03304120037588693, 'a': 0.001}",25,13,18.98657597944917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3412,False,"{'e': 0.03300817569060575, 'a': 0.001}",20,0,-26.471081377673215,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
3413,False,"{'e': 0.032975184013503, 'a': 0.001}",30,5,-5.6876557743105804,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
3414,False,"{'e': 0.032942225311587005, 'a': 0.001}",20,12,12.50222918172878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3415,False,"{'e': 0.03290929955189908, 'a': 0.001}",20,9,8.192563329194464,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3416,False,"{'e': 0.03287640670151345, 'a': 0.001}",20,0,24.179641560476377,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
3417,False,"{'e': 0.03284354672753726, 'a': 0.001}",35,18,-9.408397974140543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
3418,False,"{'e': 0.032810719597110516, 'a': 0.001}",25,0,29.65607269891632,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
3419,False,"{'e': 0.032777925277406125, 'a': 0.001}",30,12,36.34561469762265,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3420,False,"{'e': 0.03274516373562974, 'a': 0.001}",20,9,18.515930405542534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3421,False,"{'e': 0.03271243493901982, 'a': 0.001}",25,8,18.146995260904735,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3422,False,"{'e': 0.03267973885484755, 'a': 0.001}",30,14,17.096055952747005,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3423,False,"{'e': 0.03264707545041687, 'a': 0.001}",20,0,26.244061192525443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3424,False,"{'e': 0.03261444469306436, 'a': 0.001}",30,13,26.992605804870536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3425,False,"{'e': 0.03258184655015926, 'a': 0.001}",25,13,19.25213884028743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3426,False,"{'e': 0.03254928098910342, 'a': 0.001}",25,6,8.659229856081923,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
3427,False,"{'e': 0.03251674797733129, 'a': 0.001}",25,10,24.054836582311726,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3428,False,"{'e': 0.032484247482309846, 'a': 0.001}",25,6,30.68626091306899,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3429,False,"{'e': 0.03245177947153859, 'a': 0.001}",25,8,29.692511648234436,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3430,False,"{'e': 0.0324193439125495, 'a': 0.001}",25,17,16.6866839369493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3431,False,"{'e': 0.03238694077290704, 'a': 0.001}",25,13,25.685621754546514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3432,False,"{'e': 0.03235457002020804, 'a': 0.001}",25,8,28.27726141826988,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3433,False,"{'e': 0.03232223162208177, 'a': 0.001}",30,13,27.98260722237905,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3434,False,"{'e': 0.0322899255461898, 'a': 0.001}",30,13,32.620163264735886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3435,False,"{'e': 0.032257651760226075, 'a': 0.001}",30,12,33.685998006010216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3436,False,"{'e': 0.0322254102319168, 'a': 0.001}",20,14,11.190303511583675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3437,False,"{'e': 0.03219320092902044, 'a': 0.001}",20,5,23.816173768469746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3438,False,"{'e': 0.032161023819327686, 'a': 0.001}",20,10,18.77939863799959,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3439,False,"{'e': 0.03212887887066144, 'a': 0.001}",30,16,27.515942891772905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3440,False,"{'e': 0.032096766050876746, 'a': 0.001}",25,15,16.48873154403669,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3441,False,"{'e': 0.03206468532786077, 'a': 0.001}",20,11,15.702716201762087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3442,False,"{'e': 0.03203263666953279, 'a': 0.001}",30,16,25.739858221347518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3443,False,"{'e': 0.03200062004384415, 'a': 0.001}",30,20,14.61494641895506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
